Overall Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Garage Cars,Garage Area,Year Built,Full Bath,Bedroom AbvGr,SalePrice
5,1112,1112.0,1112,1.0,390.0,1954,1,2,144800
7,1564,704.0,860,1.0,234.0,1941,1,3,174500
6,1561,1561.0,1561,2.0,463.0,1960,2,3,193000
5,1523,1067.0,986,1.0,295.0,1949,2,3,158000
6,1152,1092.0,1152,1.0,300.0,1950,1,3,158500
6,1906,1310.0,1906,2.0,576.0,1954,1,3,224000
6,1032,516.0,516,2.0,452.0,1980,1,2,115000
6,1229,561.0,561,2.0,462.0,1980,1,2,137000
6,1229,561.0,561,2.0,462.0,1980,1,2,121000
6,1229,561.0,561,2.0,462.0,1980,1,2,124000
6,1982,572.0,1182,2.0,501.0,1986,2,3,208000
7,2365,1803.0,2365,2.0,551.0,1971,2,3,315000
6,1680,880.0,1680,2.0,540.0,1988,2,3,222000
5,1344,672.0,672,1.0,468.0,1920,1,3,147000
5,2168,760.0,928,2.0,576.0,1900,2,5,123000
5,1192,596.0,596,1.0,189.0,1920,1,3,78000
3,1526,1013.0,1013,0.0,0.0,1915,1,2,85000
4,572,572.0,572,1.0,200.0,1925,1,2,75000
8,1648,1596.0,1648,2.0,482.0,2007,2,2,230000
2,810,0.0,810,1.0,280.0,1910,1,1,57625
8,2052,1107.0,1040,3.0,642.0,2000,2,3,251000
7,2149,1434.0,1518,2.0,670.0,2003,1,1,239686
7,1710,1710.0,1710,2.0,550.0,2004,2,3,240000
6,1961,804.0,804,2.0,560.0,2001,2,3,215000
6,926,902.0,926,1.0,351.0,1977,1,2,156450
6,1287,957.0,1287,2.0,541.0,1977,1,2,173000
5,1734,0.0,1302,2.0,539.0,1977,2,4,126000
7,1217,1188.0,1217,2.0,497.0,1990,2,3,173000
5,1595,1582.0,1595,2.0,672.0,1991,2,2,152000
6,1344,819.0,1344,2.0,525.0,1958,1,3,137500
7,2036,2136.0,2036,2.0,513.0,1965,2,3,375000
9,1620,1620.0,1620,3.0,912.0,2007,2,2,315500
7,1692,846.0,846,2.0,650.0,2009,2,3,224500
9,2036,2190.0,2036,3.0,780.0,2008,2,3,410000
9,1641,1641.0,1641,3.0,885.0,2008,2,3,316500
8,1466,1466.0,1466,3.0,610.0,2007,2,3,201000
6,1412,1392.0,1412,2.0,576.0,1988,2,3,175000
6,2237,712.0,1375,2.0,440.0,1980,2,3,204000
7,1479,1645.0,1479,2.0,578.0,1987,2,3,213500
8,1296,1267.0,1296,2.0,471.0,2001,2,2,220000
7,2014,912.0,1072,2.0,486.0,2003,2,3,170000
9,1838,1838.0,1838,3.0,765.0,2006,2,2,315000
9,1978,1978.0,1978,3.0,920.0,2007,2,2,425000
5,1008,1008.0,1008,1.0,384.0,1968,1,3,139500
5,1771,0.0,1771,2.0,336.0,1960,1,3,115000
6,1204,1204.0,1204,2.0,412.0,1998,2,2,162000
6,1224,1224.0,1224,2.0,402.0,1999,2,2,165000
4,988,462.0,526,1.0,297.0,1973,1,2,91000
5,874,864.0,874,1.0,288.0,1968,1,3,130000
4,630,630.0,630,1.0,286.0,1970,1,1,86000
5,1404,1188.0,1404,2.0,504.0,1969,2,3,160000
4,630,630.0,630,1.0,286.0,1970,1,1,80000
4,1344,546.0,798,0.0,0.0,1970,1,3,97000
4,1092,546.0,546,1.0,286.0,1970,1,3,88000
5,796,796.0,796,1.0,336.0,1972,1,2,131900
6,1091,384.0,1091,1.0,429.0,1993,1,2,131250
5,1110,1097.0,1110,2.0,602.0,1978,1,1,165500
5,833,833.0,833,0.0,0.0,1985,1,3,112000
5,883,828.0,883,2.0,698.0,1992,1,2,149000
5,1362,796.0,796,2.0,480.0,1993,1,1,143000
5,1287,624.0,624,2.0,440.0,1992,1,3,130000
6,1567,1567.0,1567,2.0,714.0,1977,2,2,196000
5,1632,784.0,784,2.0,898.0,1969,1,4,173000
6,1414,1184.0,1414,2.0,601.0,1958,1,3,176500
6,2117,1205.0,2117,2.0,550.0,1970,2,4,237500
6,2112,952.0,1092,2.0,576.0,1969,2,4,206900
6,1604,926.0,926,2.0,470.0,1997,2,3,187500
6,1470,680.0,680,2.0,420.0,1995,2,3,165000
6,1604,926.0,926,2.0,472.0,1998,2,3,195500
6,1638,943.0,943,2.0,472.0,1998,2,3,192000
6,1636,916.0,916,2.0,386.0,1996,2,3,173000
5,1384,1348.0,1384,2.0,404.0,1996,2,3,177900
7,1446,729.0,729,2.0,406.0,1996,2,3,175000
8,1593,1593.0,1593,2.0,682.0,2001,1,0,286000
8,1682,1664.0,1682,2.0,528.0,1997,1,1,247900
8,1337,1337.0,1337,2.0,462.0,1993,2,2,180000
8,1280,1280.0,1280,2.0,506.0,1992,2,2,180000
6,1604,926.0,926,2.0,470.0,1997,2,3,181000
6,1633,932.0,932,2.0,460.0,1998,2,3,183000
6,1658,773.0,773,2.0,431.0,1995,2,3,188000
7,1895,712.0,1086,2.0,409.0,1994,2,3,194500
6,1709,836.0,851,2.0,416.0,1991,2,3,185000
8,1228,1228.0,1228,2.0,472.0,1988,2,2,189000
8,1337,1337.0,1337,2.0,462.0,1989,2,2,188500
8,2500,1168.0,1168,3.0,683.0,2005,3,5,355000
9,2504,1122.0,1134,3.0,656.0,2005,2,4,325000
9,1884,1884.0,1884,3.0,670.0,2004,2,2,387000
6,1474,1632.0,1474,2.0,495.0,1952,1,3,115000
9,1710,1710.0,1710,2.0,557.0,2007,2,2,334000
6,1488,1488.0,1488,2.0,738.0,1950,2,3,133000
7,2093,791.0,1236,2.0,542.0,1986,2,3,215000
7,1688,1675.0,1688,2.0,528.0,1988,2,2,226500
6,1422,1422.0,1422,2.0,576.0,1981,2,3,175500
7,1260,1260.0,1260,2.0,598.0,1983,2,3,181900
7,2064,2048.0,2064,2.0,550.0,1978,2,3,235000
7,1782,1782.0,1782,2.0,551.0,1979,2,3,220000
6,2872,1330.0,1542,2.0,619.0,1977,2,4,272000
6,1211,1211.0,1211,2.0,461.0,1976,2,3,161000
5,1126,1126.0,1126,2.0,540.0,1977,2,3,175000
7,2044,738.0,1277,2.0,489.0,1980,2,3,185000
5,1308,720.0,720,2.0,484.0,1969,1,3,146900
7,2840,1420.0,1420,4.0,1314.0,1978,2,4,292500
6,1523,1193.0,1523,2.0,478.0,1976,2,3,180000
6,1444,1444.0,1444,2.0,473.0,1976,2,2,159900
7,1964,803.0,1098,2.0,483.0,1976,2,4,205000
5,1178,1176.0,1178,2.0,439.0,1973,1,3,157000
8,2340,1236.0,1236,3.0,787.0,1996,2,4,306000
5,1792,896.0,896,2.0,480.0,1974,2,4,133000
6,1054,1054.0,1054,2.0,460.0,1969,1,3,151000
4,936,936.0,936,1.0,288.0,1969,1,2,111900
5,864,864.0,864,2.0,576.0,1971,1,3,123000
4,864,864.0,864,2.0,576.0,1972,1,3,111250
6,1337,1405.0,1337,2.0,511.0,1998,2,2,181000
6,987,483.0,483,1.0,264.0,1973,1,2,103400
6,987,483.0,483,1.0,264.0,1973,1,2,100000
6,987,483.0,483,1.0,352.0,1972,1,2,100500
6,987,483.0,483,1.0,280.0,1970,1,2,106000
6,987,483.0,483,1.0,264.0,1971,1,2,85400
6,987,483.0,483,1.0,264.0,1971,1,2,89500
5,1302,630.0,630,1.0,264.0,1972,2,3,111750
6,1069,1069.0,1069,2.0,440.0,1977,2,2,140000
6,1456,855.0,855,2.0,460.0,1975,2,4,143000
7,1055,1055.0,1055,2.0,440.0,1977,2,2,148500
5,892,864.0,892,1.0,264.0,1966,1,3,110000
8,1932,1932.0,1932,3.0,774.0,2008,2,2,394617
10,2332,1682.0,1742,3.0,846.0,2007,2,3,426000
10,2084,2078.0,2084,3.0,1220.0,2007,2,2,385000
9,2713,1452.0,1476,3.0,858.0,2008,2,3,446261
8,1582,1582.0,1582,3.0,905.0,2007,2,3,317500
8,1710,1710.0,1710,3.0,866.0,2007,2,2,372402
8,2464,2418.0,2464,3.0,650.0,2007,2,4,417500
9,1950,1950.0,1950,3.0,706.0,2007,2,2,383000
9,2748,1850.0,1850,3.0,850.0,2006,2,4,390000
10,2790,1620.0,1632,4.0,1150.0,2005,2,4,460000
9,2331,1414.0,1414,3.0,1003.0,2005,2,3,379000
8,2088,948.0,948,3.0,656.0,2007,2,4,250000
8,2332,1148.0,1170,3.0,756.0,2004,2,4,316000
10,2470,2535.0,2470,3.0,789.0,2003,1,1,615000
9,2668,1572.0,1572,3.0,726.0,2003,2,3,412500
7,2046,998.0,1006,3.0,871.0,2003,2,3,284000
8,1575,1603.0,1575,3.0,732.0,2003,2,2,284000
8,2649,1479.0,1515,3.0,746.0,2001,2,4,421250
8,2690,1765.0,1804,3.0,795.0,2003,2,4,370000
9,1866,1858.0,1866,3.0,870.0,2008,2,2,336860
9,1702,1702.0,1702,3.0,1052.0,2008,1,1,367294
7,1367,1367.0,1367,2.0,484.0,2005,2,2,192000
8,1518,1518.0,1518,2.0,588.0,2003,1,1,274000
9,1684,1684.0,1684,2.0,564.0,2005,2,2,266000
9,1800,1800.0,1800,3.0,944.0,2007,2,2,370967
8,1342,1342.0,1342,2.0,550.0,2006,2,2,234250
8,1342,1342.0,1342,2.0,550.0,2006,2,2,219500
7,1626,764.0,764,2.0,474.0,2003,2,2,155000
7,1626,764.0,764,2.0,474.0,2003,2,2,154000
7,1358,1358.0,1358,2.0,484.0,2004,2,2,207000
7,1455,1415.0,1455,3.0,644.0,2003,2,2,195000
7,1576,1393.0,1576,3.0,668.0,2004,2,2,219990
7,1504,1346.0,1504,2.0,437.0,2005,2,2,191000
7,1266,1266.0,1266,2.0,388.0,2007,2,2,159895
7,1246,1146.0,1246,2.0,428.0,2007,2,2,187687
6,1515,789.0,813,2.0,393.0,2004,2,3,179000
6,1593,839.0,864,2.0,398.0,2004,2,3,193000
7,1166,856.0,1166,2.0,400.0,2005,2,2,190000
6,1456,728.0,728,2.0,400.0,2005,2,3,176000
7,1720,840.0,840,2.0,400.0,2002,2,3,188000
7,1986,847.0,847,2.0,434.0,2003,2,4,213000
7,1358,1350.0,1358,2.0,484.0,2007,2,2,217300
6,1792,936.0,962,2.0,451.0,2000,2,3,186500
7,1892,982.0,1008,2.0,431.0,2000,2,3,226750
7,1490,788.0,788,2.0,388.0,2004,2,3,184000
7,1414,707.0,707,2.0,403.0,2002,2,3,176000
7,2322,1037.0,1037,2.0,400.0,1999,2,4,225000
7,1651,831.0,873,2.0,450.0,1999,2,3,185900
8,2199,1173.0,1182,2.0,516.0,1997,2,3,284500
8,2630,1470.0,1470,3.0,696.0,1998,2,4,315000
8,2198,1145.0,1145,3.0,836.0,2000,2,4,250000
9,2172,1519.0,1533,3.0,687.0,2000,2,4,291000
8,2006,1982.0,2006,3.0,938.0,1998,2,2,350000
7,2125,1064.0,1064,2.0,576.0,1996,2,4,279500
8,2501,1242.0,1251,3.0,751.0,1995,2,4,290000
8,2113,2109.0,2113,3.0,839.0,1995,2,2,350000
7,2418,1311.0,1325,3.0,983.0,1993,2,3,341000
7,2197,1080.0,1108,3.0,783.0,1993,2,4,287500
7,2127,1223.0,1223,2.0,525.0,1994,2,3,271000
8,1987,1986.0,1987,2.0,691.0,1994,2,2,301500
8,1580,1580.0,1580,3.0,830.0,2007,2,3,235128
6,1933,894.0,894,3.0,668.0,2007,2,4,214000
8,1574,1574.0,1574,3.0,824.0,2006,2,3,232000
7,1578,1578.0,1578,3.0,642.0,2006,2,3,240000
9,1506,1498.0,1506,2.0,592.0,2008,2,2,264132
8,1563,1563.0,1563,3.0,758.0,2007,2,3,245000
7,1428,1417.0,1428,2.0,554.0,2008,2,3,227680
8,1861,1341.0,1341,3.0,851.0,2007,3,3,257000
8,1874,955.0,955,3.0,880.0,2007,2,3,297900
8,1460,1460.0,1460,2.0,480.0,2006,2,3,247000
8,1372,1363.0,1372,2.0,588.0,2007,2,3,212700
7,1372,1372.0,1372,2.0,529.0,2007,2,3,250580
7,1428,1428.0,1428,2.0,480.0,2007,2,3,182000
7,1768,866.0,866,2.0,603.0,2005,2,3,226700
8,1992,1053.0,1053,2.0,648.0,2003,2,3,250000
7,1958,1026.0,1026,3.0,936.0,2005,2,3,250000
8,2078,1034.0,1050,3.0,836.0,2007,2,3,339750
7,1665,813.0,822,2.0,562.0,2007,2,3,205950
8,1660,1660.0,1660,3.0,660.0,2007,2,3,256000
7,1218,1218.0,1218,2.0,462.0,2007,2,2,230348
6,1728,864.0,864,2.0,673.0,2003,2,3,207500
7,1080,1080.0,1080,0.0,0.0,2004,1,3,141000
6,1696,835.0,835,2.0,542.0,2003,2,3,188000
7,1663,835.0,835,2.0,478.0,2003,2,3,192500
6,1175,1175.0,1175,0.0,0.0,2005,1,3,146000
5,1114,1114.0,1114,2.0,576.0,2004,1,3,159000
6,1114,1114.0,1114,2.0,576.0,2003,1,3,155000
6,1640,798.0,798,2.0,520.0,2004,2,3,173000
7,1162,1162.0,1162,2.0,483.0,2007,2,3,170000
6,1609,754.0,754,2.0,525.0,1995,2,3,182000
6,1680,886.0,886,2.0,474.0,1993,2,3,163000
6,1679,1408.0,1679,2.0,575.0,1994,2,3,193500
7,1657,832.0,832,2.0,483.0,1994,2,3,189000
6,1677,827.0,827,2.0,627.0,2001,2,3,190500
7,1737,836.0,844,2.0,506.0,1992,2,3,175000
6,1294,1278.0,1294,2.0,496.0,1991,2,3,179200
6,1710,832.0,832,2.0,506.0,1993,2,3,187000
6,1617,1604.0,1617,2.0,533.0,1993,2,2,193000
6,1199,1199.0,1199,2.0,530.0,1993,2,2,153900
5,984,984.0,984,1.0,384.0,1963,1,3,128000
5,912,912.0,912,1.0,352.0,1962,1,2,144000
5,864,864.0,864,1.0,420.0,1961,1,3,135000
5,890,890.0,890,1.0,308.0,1968,1,3,115000
5,864,864.0,864,1.0,276.0,1963,1,3,119916
6,912,912.0,912,1.0,288.0,1961,1,3,142000
6,1430,1430.0,1430,2.0,484.0,1974,2,3,192000
5,1641,1001.0,1001,2.0,490.0,1972,2,4,140000
6,2683,930.0,1364,2.0,473.0,1990,2,4,290000
9,2786,1848.0,1827,2.0,636.0,1993,2,4,372500
7,1391,1391.0,1391,2.0,530.0,2004,2,2,196000
7,1250,625.0,625,2.0,625.0,2006,2,2,171900
7,1245,1235.0,1245,2.0,495.0,2004,2,1,178000
6,1200,600.0,600,2.0,480.0,2005,2,2,165000
7,1392,689.0,703,2.0,540.0,2007,2,2,146000
7,1392,689.0,703,2.0,540.0,2007,2,2,146000
7,1501,744.0,757,2.0,440.0,1999,2,3,179400
6,1549,744.0,757,2.0,440.0,1999,2,3,172900
9,1638,1614.0,1638,2.0,495.0,2000,2,2,300000
9,1310,1310.0,1310,2.0,545.0,2001,1,1,285000
9,1419,1419.0,1419,2.0,588.0,2001,1,2,290000
9,1557,1557.0,1557,2.0,484.0,1999,2,2,305000
9,1709,1698.0,1709,2.0,506.0,1999,2,2,328900
7,1252,600.0,624,2.0,462.0,1999,2,2,160000
7,1404,672.0,684,2.0,462.0,1999,2,3,170000
7,1789,858.0,872,2.0,546.0,2001,2,3,223000
8,1586,960.0,962,2.0,480.0,1999,2,3,170000
8,1607,960.0,962,2.0,480.0,1999,2,3,200000
10,2393,970.0,1469,2.0,846.0,1998,2,2,345000
8,1288,1260.0,1288,2.0,500.0,1996,1,1,245500
8,1239,1230.0,1239,2.0,477.0,1995,1,1,217500
8,1719,1719.0,1719,2.0,473.0,1993,1,1,324000
6,1232,1232.0,1232,2.0,516.0,1984,2,3,162500
9,2944,994.0,1599,3.0,864.0,1977,2,3,150000
8,1671,1426.0,1671,2.0,550.0,1976,3,3,290000
7,1812,952.0,952,2.0,469.0,2002,2,3,205000
7,1682,1304.0,1682,2.0,530.0,1970,2,3,174000
6,1427,1427.0,1427,2.0,516.0,1969,2,4,183000
6,1740,1740.0,1740,2.0,512.0,1968,1,4,150000
6,1258,1258.0,1258,2.0,528.0,1971,2,3,145000
7,1620,1620.0,1620,2.0,578.0,1967,2,4,215000
5,1625,1625.0,1625,2.0,484.0,1965,2,4,140500
6,2614,1522.0,1548,2.0,624.0,1974,2,4,240000
5,1464,732.0,732,2.0,470.0,1968,1,4,141000
5,912,912.0,912,2.0,576.0,1965,1,2,147000
5,925,912.0,925,2.0,576.0,1965,1,3,135000
5,1728,1728.0,1728,2.0,576.0,1965,2,6,145000
5,1728,1728.0,1728,2.0,576.0,1965,2,6,142600
5,1656,1656.0,1656,2.0,506.0,1973,2,4,135000
7,1670,825.0,845,2.0,464.0,1971,1,4,170000
8,2715,1142.0,1175,2.0,831.0,1976,3,4,299800
6,1876,901.0,943,2.0,540.0,1974,2,4,185000
6,1632,800.0,800,2.0,484.0,1966,1,4,173000
7,999,944.0,999,2.0,588.0,1961,1,3,178400
7,1978,832.0,1098,2.0,486.0,1968,2,4,176000
5,1014,0.0,1014,1.0,267.0,1956,1,2,98000
4,907,907.0,907,1.0,352.0,1957,1,3,109008
4,952,952.0,952,1.0,283.0,1956,1,2,135750
5,1128,1120.0,1128,2.0,525.0,1963,2,3,155000
6,1425,1425.0,1425,2.0,576.0,1964,2,3,180500
6,1165,1127.0,1165,2.0,490.0,1966,1,3,174900
6,1136,1136.0,1136,1.0,384.0,1965,1,3,140000
6,1092,1092.0,1092,2.0,504.0,1964,1,3,145000
5,1265,1219.0,1265,2.0,502.0,1965,2,3,179900
6,1350,1248.0,1350,2.0,520.0,1964,1,3,168500
5,1114,1114.0,1114,2.0,451.0,1961,1,3,140000
5,1053,1053.0,1053,1.0,312.0,1959,1,3,145500
6,1252,1252.0,1252,2.0,528.0,1959,1,3,142000
4,1100,1100.0,1100,1.0,312.0,1960,1,3,141000
5,1118,1118.0,1118,1.0,264.0,1960,1,3,153000
3,720,0.0,720,1.0,287.0,1949,1,2,72500
3,729,270.0,729,0.0,0.0,1935,1,2,52000
5,1077,991.0,1077,1.0,205.0,1939,1,2,118000
4,906,348.0,453,1.0,231.0,1937,1,2,87000
5,1496,1296.0,1496,2.0,450.0,1960,2,3,141500
6,1252,1032.0,1032,1.0,288.0,1950,1,3,119000
5,1337,572.0,1337,1.0,264.0,1950,1,3,141500
6,1661,992.0,1661,1.0,377.0,1955,1,3,165500
5,1036,1036.0,1036,1.0,312.0,1953,1,3,112900
7,1820,864.0,902,2.0,492.0,1965,1,4,201800
6,1362,1362.0,1362,2.0,504.0,1961,1,3,163000
5,1144,1144.0,1144,2.0,456.0,1961,1,3,139950
6,1537,1319.0,1537,2.0,462.0,1962,1,3,174000
6,1431,1099.0,1431,1.0,296.0,1962,1,3,165000
6,1988,1104.0,1104,2.0,480.0,1966,2,4,227000
5,1098,1098.0,1098,1.0,260.0,1955,1,3,135000
5,1144,1144.0,1144,1.0,336.0,1963,1,3,124000
5,1283,931.0,1283,2.0,506.0,1962,1,3,140000
5,1176,1176.0,1176,1.0,292.0,1957,1,3,136500
5,1440,1248.0,1440,1.0,480.0,1959,2,2,185000
6,1261,1261.0,1261,2.0,433.0,1958,1,3,163000
6,1570,1395.0,1570,2.0,441.0,1958,1,3,166800
6,1196,1196.0,1196,1.0,297.0,1956,1,2,139000
6,1392,1392.0,1392,2.0,458.0,1957,1,3,166000
6,1080,1080.0,1080,1.0,288.0,1958,1,3,136000
5,1104,1104.0,1104,1.0,384.0,1956,1,3,133000
5,882,720.0,882,1.0,240.0,1952,1,2,116000
5,1152,1152.0,1152,2.0,636.0,1953,1,3,137500
5,950,984.0,950,2.0,400.0,1953,1,2,130000
6,1790,998.0,1790,2.0,540.0,1957,2,3,180000
5,952,952.0,952,2.0,840.0,1951,1,2,139000
5,773,773.0,773,1.0,240.0,1953,1,2,110000
5,1764,0.0,1764,1.0,301.0,1957,2,4,100000
5,1216,832.0,832,1.0,336.0,1947,1,2,118500
5,1824,1824.0,1824,2.0,484.0,1957,2,5,146000
4,869,0.0,869,1.0,390.0,1948,1,1,89900
5,1159,747.0,747,1.0,288.0,1925,1,3,114000
5,1558,913.0,1048,1.0,288.0,1945,1,3,140000
4,672,672.0,672,1.0,308.0,1940,1,2,86900
5,1436,892.0,1254,4.0,1488.0,1922,1,3,139000
4,1294,0.0,694,0.0,0.0,1900,2,3,106250
6,1716,858.0,858,2.0,490.0,1962,1,4,171000
5,1044,912.0,1044,2.0,372.0,1968,1,3,139000
7,1312,1312.0,1312,2.0,495.0,1958,1,3,186000
6,1253,1253.0,1253,1.0,352.0,1960,1,2,157000
6,1081,1081.0,1081,1.0,401.0,1960,1,3,148000
7,2069,585.0,2069,2.0,505.0,1960,2,4,242000
5,910,105.0,910,2.0,414.0,1953,1,3,116000
5,876,876.0,876,2.0,576.0,1951,1,2,94000
5,1048,0.0,1048,2.0,420.0,1950,1,3,98300
5,1507,1075.0,1507,1.0,404.0,1960,2,4,127000
5,1256,1256.0,1256,1.0,311.0,1959,1,3,159000
5,1027,1027.0,1027,1.0,299.0,1962,1,3,125900
5,1269,1269.0,1269,1.0,308.0,1960,1,3,155000
6,1320,768.0,819,2.0,576.0,1948,2,3,138000
6,984,936.0,984,1.0,280.0,1954,1,2,112500
6,832,832.0,832,2.0,528.0,1954,1,2,105500
6,1278,854.0,854,1.0,240.0,1954,1,4,127500
5,1800,1800.0,1800,0.0,0.0,1961,2,6,130000
5,1588,768.0,1024,2.0,480.0,1955,1,3,150000
5,825,825.0,825,1.0,350.0,1954,1,2,109500
6,1796,780.0,983,2.0,483.0,1963,1,4,140000
6,1611,780.0,798,2.0,442.0,1964,1,4,167900
5,1117,1117.0,1117,1.0,264.0,1963,1,3,136870
6,1133,192.0,1133,1.0,308.0,2008,1,3,143000
5,764,680.0,764,2.0,504.0,1925,1,2,73000
5,1539,650.0,958,2.0,686.0,1904,2,3,157500
5,1323,780.0,948,2.0,400.0,1948,1,3,122600
5,1360,680.0,680,1.0,330.0,1910,1,2,111000
6,2792,1510.0,1584,2.0,520.0,1920,2,5,256000
5,672,672.0,672,1.0,256.0,1940,1,2,64000
6,1456,728.0,728,1.0,308.0,1915,1,4,139500
4,1594,828.0,828,0.0,0.0,1910,2,3,118000
7,2082,1362.0,1362,2.0,484.0,2003,2,3,200000
4,1656,801.0,1095,2.0,440.0,1940,2,2,119164
5,1740,936.0,960,1.0,225.0,1920,1,2,122250
7,1027,931.0,1027,0.0,0.0,1920,1,2,120000
6,1436,884.0,884,2.0,828.0,1940,2,3,155000
5,899,481.0,899,1.0,200.0,1910,1,2,78000
5,1080,684.0,684,0.0,0.0,1890,1,3,95000
5,789,789.0,789,1.0,250.0,1948,1,2,115000
5,1122,924.0,1122,2.0,528.0,1948,1,2,147000
5,1499,904.0,904,3.0,869.0,1946,1,3,140000
2,407,407.0,407,1.0,297.0,1946,1,1,46500
5,928,928.0,928,1.0,288.0,1957,1,3,112500
4,901,901.0,901,1.0,281.0,1954,1,2,107900
3,1588,448.0,1588,0.0,0.0,1949,2,5,65000
7,3493,1470.0,1675,3.0,870.0,1880,3,3,295000
5,1627,797.0,830,2.0,420.0,1900,2,4,139500
5,1416,876.0,876,3.0,720.0,1915,1,4,153900
7,1450,624.0,730,1.0,288.0,1920,1,3,132000
5,1344,624.0,624,3.0,513.0,1916,1,4,98000
5,1017,346.0,709,1.0,308.0,1900,1,2,114000
5,2350,973.0,1377,2.0,393.0,1920,2,4,130000
6,2058,735.0,1134,2.0,396.0,1917,1,3,129500
5,1540,572.0,884,0.0,0.0,1905,1,3,129400
7,1378,689.0,689,2.0,360.0,1928,2,3,161000
6,1912,482.0,1221,2.0,672.0,1905,2,3,163000
6,1484,742.0,742,0.0,0.0,1914,2,3,128000
8,2358,684.0,938,0.0,0.0,1872,2,4,122000
7,1111,572.0,572,1.0,288.0,1926,1,2,116900
10,2775,1237.0,1521,2.0,880.0,1893,3,3,325000
2,1086,723.0,723,2.0,400.0,1920,1,2,55000
7,2495,1313.0,1313,2.0,342.0,1890,2,5,184000
5,984,984.0,984,1.0,308.0,1959,1,2,110000
5,1795,1050.0,1050,1.0,352.0,1954,2,4,131500
5,882,0.0,882,1.0,308.0,1956,1,2,97000
4,1093,869.0,1093,1.0,308.0,1958,1,2,115500
5,1143,1008.0,1143,1.0,288.0,1928,1,2,138000
7,1668,672.0,1195,1.0,252.0,1945,1,3,108000
5,935,742.0,779,1.0,308.0,1930,1,2,79500
5,1738,1024.0,1144,1.0,240.0,1935,2,3,153000
5,784,784.0,784,0.0,0.0,1924,1,2,109500
5,1210,672.0,832,1.0,240.0,1941,1,3,124000
6,1290,554.0,736,1.0,200.0,1900,1,3,106900
6,1672,981.0,1014,1.0,240.0,1940,1,3,164900
5,949,949.0,949,2.0,370.0,1924,1,2,119000
6,1158,862.0,950,1.0,208.0,1929,1,3,120000
6,1497,825.0,825,1.0,672.0,1937,2,3,157000
6,1342,739.0,874,1.0,240.0,1939,2,2,105000
6,1013,992.0,1013,1.0,160.0,1926,1,3,113000
5,1216,565.0,565,1.0,355.0,1920,1,3,115000
4,896,,896,1.0,280.0,1946,1,2,79000
4,1136,704.0,624,1.0,336.0,1929,1,2,123000
5,808,0.0,808,1.0,164.0,1945,1,1,81300
5,1573,1078.0,1128,2.0,360.0,1930,2,3,162900
7,2009,989.0,1245,2.0,400.0,1939,2,4,150000
5,1902,1100.0,1226,2.0,576.0,1923,2,4,123500
7,1774,952.0,1022,2.0,468.0,1931,2,2,129900
6,1362,611.0,751,2.0,502.0,1920,2,3,128000
4,520,520.0,520,1.0,240.0,1927,1,1,68500
5,1285,672.0,1072,1.0,240.0,1948,1,2,127000
6,1848,833.0,1053,2.0,370.0,1923,1,4,207000
7,1820,1026.0,1133,1.0,240.0,1925,2,4,184000
6,1716,810.0,1170,2.0,672.0,1915,2,4,162500
5,1505,883.0,988,1.0,240.0,1940,1,3,145000
6,838,816.0,838,1.0,275.0,1918,1,2,130000
6,1984,1242.0,1242,1.0,360.0,1910,2,5,160000
8,1666,588.0,833,1.0,228.0,1925,1,3,161000
6,1609,796.0,825,1.0,228.0,1910,1,3,127500
6,768,768.0,768,2.0,440.0,1930,1,1,93850
6,1536,768.0,768,1.0,308.0,1952,1,4,136000
6,1969,1272.0,1272,2.0,400.0,1938,2,4,141000
5,1308,880.0,880,2.0,400.0,1915,2,2,120000
6,1040,1040.0,1040,2.0,320.0,1925,1,2,127500
6,1236,768.0,788,1.0,384.0,1925,2,3,127000
6,1406,319.0,1035,0.0,0.0,1920,1,3,89500
5,825,825.0,825,2.0,720.0,1955,1,2,125000
6,1198,901.0,1088,0.0,0.0,1920,1,4,79900
5,759,451.0,759,2.0,576.0,1912,1,1,85000
3,1344,536.0,808,0.0,0.0,1915,2,3,82375
6,1469,756.0,756,1.0,216.0,1906,1,3,135000
5,1054,1046.0,1054,1.0,240.0,1947,1,3,124000
5,1211,952.0,1211,1.0,322.0,1968,1,3,134000
5,1271,720.0,720,1.0,312.0,1948,2,4,135000
4,1588,0.0,1120,2.0,680.0,1959,2,4,134432
5,1355,644.0,808,0.0,0.0,1940,2,4,127500
5,1075,981.0,1075,2.0,440.0,1963,1,3,148000
5,1040,1040.0,1040,1.0,384.0,1965,1,3,129500
6,1096,1008.0,1096,2.0,484.0,1978,1,3,157500
5,904,876.0,904,1.0,408.0,1966,1,3,109900
5,992,992.0,992,1.0,294.0,1967,1,3,145000
5,894,894.0,894,2.0,450.0,1967,1,3,130000
6,1034,450.0,1034,2.0,504.0,1978,1,3,153000
5,1073,1073.0,1073,1.0,270.0,1967,1,3,120000
5,1126,1060.0,1126,2.0,506.0,1984,1,2,152000
4,1258,1198.0,1258,2.0,400.0,1969,0,0,108959
5,1140,1300.0,1140,2.0,400.0,1920,1,3,95541
5,1006,1006.0,1006,0.0,0.0,1959,1,3,80000
5,1228,1228.0,1228,1.0,271.0,1966,1,3,149350
5,960,960.0,960,1.0,300.0,1963,1,3,144900
6,1188,988.0,1188,2.0,621.0,1956,1,1,185000
